bitrix_id;company_id;omni_id
47887;cf16ceb1-f6f5-4d27-b5f6-e98a013c5981;1761031
47873;ad09857e-34e3-4626-b3be-0a548eedd81d;1992068
47859;d7ada716-0d5e-45ee-9805-cbb5c7330c47;1182223
47821;35d21907-6380-4453-8f53-c03d172ae791;
47817;e5231802-cdf2-4055-9924-11cd7a6314eb;2006441
47805;b5594489-df77-4ab9-be6c-1f381c0da973;1991785
47803;497a2091-3a44-4f9a-834f-be5f99ea7193;1992848
47793;61bc3340-0107-4e16-b670-dd5bc5e116be;1991745
47755;0d07f913-9eeb-4216-84ca-911e6f046307;
47751;4451954b-82db-4d44-aa2c-684bf272bd76;2008291
47745;6e0cca38-9eb8-4a3d-a497-560d37eab0df;1991394
47733;2e138352-962e-4cbd-87dd-73fddc12e68c;
47707;9cb47c75-1ed0-4d3c-b98a-032fe98c7d81;
47705;6cb111c7-2675-4e2f-8b9f-ee94e8b1aed2;1317886
47655;8bff4bfd-0075-4ef1-b9b2-0c2bcdfa84eb;2017822
47593;504c2a6b-ec0a-4c77-a394-ccacc61ed6ce;1740464
47575;7752e0f8-cae3-44ee-a725-34e1b4f8784b;
47485;c86d8c31-011b-4c59-9bb7-2ed97362b9da;
47449;d06bb103-e8b2-4c60-8a4a-d665ea4aaa4a;
47423;9fa3496e-fff1-4222-b813-d2ccf8436b37;1990048
47421;7557c55f-3a0a-4a3d-b378-98cd90371458;1991308
47415;a6cb091e-2fa9-4e4f-8af2-7b6bd79dbbae;1991422
47413;b01d151d-77e4-4916-93c2-c6fa59c70571;1668680
47411;4c23a02e-b2a2-4da2-b198-f01af89b1b9e;1991796
47409;e8106e15-be4a-4ee8-8786-9c7d74719acf;1991368
47405;08089bf6-1d5e-4ff9-a5fc-985706f432ce;
47403;2fe1ac10-5d5c-4e06-8dd6-02ebfd909bc0;
47401;5575ce26-7d40-4b6a-987f-92f45b01c558;1993497
47371;3349f487-c061-4a93-9eb8-f357a6da07a9;1991132
47353;66e282b8-fc6a-4573-bb80-725425447601;
47319;c4a3c89e-8f4a-4c45-b3e1-b6b0494100ef;1718919
47283;f802771b-fb3d-4934-a3ab-442136e2b40c;1989134
47267;acc6d993-f02a-4d2f-aac7-6fcc4c4349cb;
47261;c24a1c72-e749-4d8e-9d6c-6a200001967f;1976779
47259;65b9e199-96e7-47b2-ab7c-5c6b8bf7dfcd;
47257;67d90bc1-102a-4548-870f-6c1e01e982ea;1975304
47243;f3b252f7-6eda-4d87-953f-e7a4183be4af;1286385
47205;60bb0447-e322-45f4-a4c6-e0e9042cbcf6;
47199;0960884b-f3a0-444a-9a5d-1af747bbf58d;1988587
47193;d6fd5f45-b26b-401b-bc97-9e9aea10ffe2;1996721
47171;6ba5f251-62bd-4b81-a5a9-cd2a5ceda802;
47155;6043aa54-1b50-44ca-a820-a8a4f515eebf;
47143;233c7c65-ae47-4ba1-a1c1-2e5a2e9495bf;1992334
47141;ac7b69d3-fd04-45b1-a652-3bdb7f647dde;
47111;354a2a5d-984c-41e3-a466-9c8216bda085;1988243
47101;2dca791e-1832-44c1-8fc4-c6cee18c7687;1992348
47077;a7e9f8e7-4329-4e51-927b-825dea86164f;1668160
47051;74224025-79fd-413c-b30b-cc1a65326452;
46985;4e43ffd6-e62c-4d01-a58e-4964c4082559;1989116
46976;c808b601-bdd4-4970-aa31-09917cad1b2f;1184124
46927;5c1bfe00-bdaf-41a5-87a3-5d4b00cdeb45;1781831
46925;5c1bfe00-bdaf-41a5-87a3-5d4b00cdeb45;1781831
46853;354a2a5d-984c-41e3-a466-9c8216bda085;1988243
46849;c4e79852-5c13-49cf-9382-108f03156920;1993600
46845;c44b4bb1-fc98-4cd7-93c2-422bc66bf0ed;1986804
46843;4c455a8e-0a71-4ce2-9fed-8c250b6d82c2;1993592
